"","title","author","subject","abstract","meta"
"112","Application of machine learning technique for a fast forecast of aggregation kinetics in space-inhomogeneous systems","M.A. Larchenko, R.R. Zagidullin, V.V. Palyulin, N.V. Brilliantov","Computational Physics (physics.comp-ph)","Modeling of aggregation processes in space-inhomogeneous systems is extremely numerically challenging since complicated aggregation equations -- Smoluchowski equations are to be solved at each space point along with the computation of particle propagation. Low rank approximation for the aggregation kernels can significantly speed up the solution of Smoluchowski equations, while particle propagation could be done in parallel. Yet the simulations with many aggregate sizes remain quite resource-demanding. Here, we explore the way to reduce the amount of direct computations with the use of modern machine learning (ML) techniques. Namely, we propose to replace the actual numerical solution of the Smoluchowki equations with the respective density transformations learned with the application of the conditional normalising flow. We demonstrate that the ML predictions for the space distribution of aggregates and their size distribution requires drastically less computation time and agrees fairly well with the results of direct numerical simulations. Such an opportunity of a quick forecast of space-dependent particle size distribution could be important in practice, especially for the online prediction and visualisation of pollution processes, providing a tool with a reasonable tradeoff between the prediction accuracy and the computational time.","Thu, 7 Dec 2023 19:50:40 UTC (573 KB)"
"113","Short-term prediction of construction waste transport activities using AI-Truck","Meng Xu, Ke Han","Machine Learning (cs.LG)","Construction waste hauling trucks (or `slag trucks') are among the most commonly seen heavy-duty vehicles in urban streets, which not only produce significant NOx and PM emissions but are also a major source of on-road and on-site fugitive dust. Slag trucks are subject to a series of spatial and temporal access restrictions by local traffic and environmental policies. This paper addresses the practical problem of predicting slag truck activity at a city scale during heavy pollution episodes, such that environmental law enforcement units can take timely and proactive measures against localized truck aggregation. A deep ensemble learning framework (coined AI-Truck) is designed, which employs a soft vote integrator that utilizes BI-LSTM, TCN, STGCN, and PDFormer as base classifiers to predict the level of slag truck activities at a resolution of 1km$\times$1km, in a 193 km$^2$ area in Chengdu, China. As a classifier, AI-Truck yields a Macro f1 close to 80\% for 0.5h- and 1h-prediction.","Thu, 7 Dec 2023 13:38:55 UTC (4,855 KB)"
"114","Simulating the Air Quality Impact of Prescribed Fires Using a Graph Neural Network-Based PM$_{2.5}$ Emissions Forecasting System","Kyleen Liao, Jatan Buch, Kara Lamb, Pierre Gentine","Atmospheric and Oceanic Physics (physics.ao-ph)","The increasing size and severity of wildfires across western North America have generated dangerous levels of PM$_{2.5}$ pollution in recent years. In a warming climate, expanding the use of prescribed fires is widely considered to be the most robust fire mitigation strategy. However, reliably forecasting the potential air quality impact from these prescribed fires, a critical ingredient in determining the fires' location and time, at hourly to daily time scales remains a challenging problem. This paper proposes a novel integration of prescribed fire simulation with a spatio-temporal graph neural network-based PM$_{2.5}$ forecasting model. The experiments in this work focus on determining the optimal time for implementing prescribed fires in California as well as quantifying the potential air quality trade-offs involved in conducting more prescribed fires outside the fire season.","Thu, 7 Dec 2023 13:18:36 UTC (2,006 KB)"
"115","A Nearby Polluted White Dwarf with a 6.2 h Spin Period","J. Farihi, A. Robert, N. Walters","Solar and Stellar Astrophysics (astro-ph.SR)","This letter reports the first detection of a periodic light curve whose modulation is unambiguously due to rotation in a polluted white dwarf. TESS observations of WD 2138-332, at a distance of 16.1 pc, reveal a 0.39 per cent amplitude modulation with a 6.19 h period. While this rotation is relatively rapid for isolated white dwarfs, it falls within the range of spin periods common to those with detectable magnetic fields, where WD 2138-332 is notably both metal-rich and weakly magnetic. Within the local 20 pc volume of white dwarfs, multi-sector TESS data find no significant periodicities among the remaining 16 polluted objects (five of which are also magnetic), whereas six of 23 magnetic and metal-free targets have light curves consistent with rotation periods between 0.7 and 35 h (three of which are new discoveries). This indicates the variable light curve of WD 2138-332 is primarily a result of magnetism, as opposed to an inhomogeneous distribution of metals. From 13 magnetic and metallic degenerates with acceptable TESS data, a single detection of periodicity suggests that polluted white dwarfs are not rotating as rapidly as their magnetic counterparts, and planet ingestion is thus unlikely to be a significant channel for rapid rotation.","Wed, 6 Dec 2023 19:01:06 UTC (141 KB)[v2] Fri, 19 Jan 2024 16:35:02 UTC (143 KB)[v3] Thu, 1 Feb 2024 14:53:29 UTC (143 KB)"
"116","Impact of carbon market on production emissions","Arash Fahim, Nizar Touzi","Optimization and Control (math.OC)","The aim of this paper is to address the effect of the carbon emission allowance market on the production policy of a large polluter production firm. We investigate this effect in two cases; when the large polluter cannot affect the risk premium of the allowance market, and when it can change the risk premium by its production. In this simple model, we ignore any possible investment of the firm in pollution reducing technologies. We formulate the problem of optimal production by a stochastic optimization problem. Then, we show that, as expected, the market reduces the optimal production policy in the first case if the firm is not given a generous initial cheap allowance package. However, when the large producer activities can change the market risk premium, the cut on the production and consequently pollution cannot be guaranteed. In fact, there are cases in this model when the optimal production is {\it always} larger than expected, and an increase in production, and thus pollution, can increase the profit of the firm. We conclude that some of the parameters of the market which contribute to this effect can be wisely controlled by the regulators in order to diminish this manipulative behavior of the firm.","Wed, 6 Dec 2023 18:33:59 UTC (1,691 KB)"
"117","Higher-order FEM and CIP-FEM for Helmholtz equation with high wave number and perfectly matched layer truncation","Yonglin Li, Haijun Wu","Numerical Analysis (math.NA)","The high-frequency Helmholtz equation on the entire space is truncated into a bounded domain using the perfectly matched layer (PML) technique and subsequently, discretized by the higher-order finite element method (FEM) and the continuous interior penalty finite element method (CIP-FEM). By formulating an elliptic problem involving a linear combination of a finite number of eigenfunctions related to the PML differential operator, a wave-number-explicit decomposition lemma is proved for the PML problem, which implies that the PML solution can be decomposed into a non-oscillating elliptic part and an oscillating but analytic part. The preasymptotic error estimates in the energy norm for both the $p$-th order CIP-FEM and FEM are proved to be $C_1(kh)^p + C_2k(kh)^{2p} +C_3 E^{\rm PML}$ under the mesh condition that $k^{2p+1}h^{2p}$ is sufficiently small, where $k$ is the wave number, $h$ is the mesh size, and $E^{\rm PML}$ is the PML truncation error which is exponentially small. In particular, the dependences of coefficients $C_j~(j=1,2)$ on the source $f$ are improved. Numerical experiments are presented to validate the theoretical findings, illustrating that the higher-order CIP-FEM can greatly reduce the pollution errors.","Tue, 5 Dec 2023 04:03:21 UTC (98 KB)"
"118","$\bar{B}\rightarrow \bar{D} D$ Decays and the Extraction of $f_d/f_u$ at Hadron Colliders","Jonathan Davies, Martin Jung, Stefan Schacht","High Energy Physics - Phenomenology (hep-ph)","We perform a detailed model-independent phenomenological analysis of $\bar B\to \bar D D$ decays. Employing an SU(3)$_F$ analysis including symmetry-breaking contributions together with a conservative power counting for various suppression effects, we obtain updated Standard Model predictions for all branching fractions and CP asymmetries from a fit to the available experimental data, testable at Belle II and the LHC experiments. These results include all relevant suppressed contributions, thereby providing upper limits on subleading Standard Model (SM) effects like ""penguin pollution"", enabling searches for physics beyond the SM. Importantly, allowing in the same fit for the production fractions of charged and neutral $B$ mesons to be different, we find $f_d/f_u = 0.86\pm0.05$, which is $2.5\sigma$ away from unity, which, if confirmed, would have important phenomenological consequences.","Tue, 28 Nov 2023 16:59:32 UTC (921 KB)[v2] Mon, 5 Feb 2024 09:44:46 UTC (924 KB)"
"119","Localization of a Passive Source with a Sensor Network based Experimental Molecular Communication Platform","Fatih Gulec, Damla Yagmur Koda, Baris Atakan, Andrew W. Eckford","Signal Processing (eess.SP)","In a practical molecular communication scenario such as monitoring air pollutants released from an unknown source, it is essential to estimate the location of the molecular transmitter (TX). This paper presents a novel Sensor Network-based Localization Algorithm (SNCLA) for passive transmission by using a novel experimental platform which mainly comprises a clustered sensor network (SN) with $24$ sensor nodes and evaporating ethanol molecules as the passive TX. In SNCLA, a Gaussian plume model is employed to derive the location estimator. The parameters such as transmitted mass, wind velocity, detection time, and actual concentration are calculated or estimated from the measured signals via the SN to be employed as the input for the location estimator. The numerical results show that the performance of SNCLA is better for stronger winds in the medium. Our findings show that evaporated molecules do not propagate homogeneously through the SN due to the presence of the wind. In addition, our statistical analysis based on the measured experimental data shows that the sensed signals by the SN have a log-normal distribution, while the additive noise follows a Student's t-distribution in contrast to the Gaussian assumption in the literature.","Tue, 28 Nov 2023 14:59:18 UTC (4,457 KB)"
"120","Sensitivity analysis for sets : application to pollutant concentration maps","Noé Fellmann, Mathis Pasquier, Christophette Blanchet-Scalliet, Céline Helbert, Adrien Spagnol, Delphine Sinoquet","Optimization and Control (math.OC)","In the context of air quality control, our objective is to quantify the impact of uncertain inputs such as meteorological conditions and traffic parameters on pollutant dispersion maps. It is worth noting that the majority of sensitivity analysis methods are designed to deal with scalar or vector outputs and are ill suited to a map-valued output space. To address this, we propose two classes of methods. The first technique focuses on pointwise indices. Sobol indices are calculated for each position on the map to obtain Sobol index maps. Additionally, aggregated Sobol indices are calculated. Another approach treats the maps as sets and proposes a sensitivity analysis of a set-valued output with three different types of sensitivity indices. The first ones are inspired by Sobol indices but are adapted to sets based on the theory of random sets. The second ones adapt universal indices defined for a general metric output space. The last set indices use kernel-based sensitivity indices adapted to sets. The proposed methodologies are implemented to carry out an uncertainty analysis for time-averaged concentration maps of pollutants in an urban environment in the Greater Paris area. This entails taking into account uncertain meteorological aspects, such as incoming wind speed and direction, and uncertain traffic factors, such as injected traffic volume, percentage of diesel vehicles, and speed limits on the road network.","Tue, 28 Nov 2023 14:01:05 UTC (1,808 KB)"
"121","Gaussian Processes for Monitoring Air-Quality in Kampala","Clara Stoddart, Lauren Shrack, Richard Sserunjogi, Usman Abdul-Ganiy, Engineer Bainomugisha, Deo Okure, Ruth Misener, Jose Pablo Folch, Ruby Sedgwick","Machine Learning (cs.LG)","Monitoring air pollution is of vital importance to the overall health of the population. Unfortunately, devices that can measure air quality can be expensive, and many cities in low and middle-income countries have to rely on a sparse allocation of them. In this paper, we investigate the use of Gaussian Processes for both nowcasting the current air-pollution in places where there are no sensors and forecasting the air-pollution in the future at the sensor locations. In particular, we focus on the city of Kampala in Uganda, using data from AirQo's network of sensors. We demonstrate the advantage of removing outliers, compare different kernel functions and additional inputs. We also compare two sparse approximations to allow for the large amounts of temporal data in the dataset.","Tue, 28 Nov 2023 09:25:23 UTC (3,015 KB)"
"122","Ultra-short-term multi-step wind speed prediction for wind farms based on adaptive noise reduction technology and temporal convolutional network","Haojian Huang","Machine Learning (cs.LG)","As an important clean and renewable kind of energy, wind power plays an important role in coping with energy crisis and environmental pollution. However, the volatility and intermittency of wind speed restrict the development of wind power. To improve the utilization of wind power, this study proposes a new wind speed prediction model based on data noise reduction technology, temporal convolutional network (TCN), and gated recurrent unit (GRU). Firstly, an adaptive data noise reduction algorithm P-SSA is proposed based on singular spectrum analysis (SSA) and Pearson correlation coefficient. The original wind speed is decomposed into multiple subsequences by SSA and then reconstructed. When the Pearson correlation coefficient between the reconstructed sequence and the original sequence is greater than 0.99, other noise subsequences are deleted to complete the data denoising. Then, the receptive field of the samples is expanded through the causal convolution and dilated convolution of TCN, and the characteristics of wind speed change are extracted. Then, the time feature information of the sequence is extracted by GRU, and then the wind speed is predicted to form the wind speed sequence prediction model of P-SSA-TCN-GRU. The proposed model was validated on three wind farms in Shandong Province. The experimental results show that the prediction performance of the proposed model is better than that of the traditional model and other models based on TCN, and the wind speed prediction of wind farms with high precision and strong stability is realized. The wind speed predictions of this model have the potential to become the data that support the operation and management of wind farms. The code is available at link.","Mon, 27 Nov 2023 03:53:19 UTC (5,086 KB)"
"123","Attacking at non-harmonic frequencies in screaming-channel attacks","Jeremy Guillaume, Maxime Pelcat, Amor Nafkha, Ruben Salvador","Cryptography and Security (cs.CR)","Screaming-channel attacks enable Electromagnetic (EM) Side-Channel Attacks (SCAs) at larger distances due to higher EM leakage energies than traditional SCAs, relaxing the requirement of close access to the victim. This attack can be mounted on devices integrating Radio Frequency (RF) modules on the same die as digital circuits, where the RF can unintentionally capture, modulate, amplify, and transmit the leakage along with legitimate signals. Leakage results from digital switching activity, so the hypothesis of previous works was that this leakage would appear at multiples of the digital clock frequency, i.e., harmonics. This work demonstrates that compromising signals appear not only at the harmonics and that leakage at non-harmonics can be exploited for successful attacks. Indeed, the transformations undergone by the leaked signal are complex due to propagation effects through the substrate and power and ground planes, so the leakage also appears at other frequencies. We first propose two methodologies to locate frequencies that contain leakage and demonstrate that it appears at non-harmonic frequencies. Then, our experimental results show that screaming-channel attacks at non-harmonic frequencies can be as successful as at harmonics when retrieving a 16-byte AES key. As the RF spectrum is polluted by interfering signals, we run experiments and show successful attacks in a more realistic, noisy environment where harmonic frequencies are contaminated by multi-path fading and interference. These attacks at non-harmonic frequencies increase the attack surface by providing attackers with an increased number of potential frequencies where attacks can succeed.","Mon, 27 Nov 2023 13:56:21 UTC (6,314 KB)"
"124","Application of Long-short Term Memory (LSTM) Model for Forecasting NOx Emission in Pohang Area","Sangdeok Lee, MinChung Kim","Applications (stat.AP)","Emissions of nitric oxide and nitrogen dioxide, which are named as NOx, are a major environmental and health this http URL react to the climate crisis, the South Korean government has strengthened NOx emission regulations. An accurate NOx prediction model can help companies to meet their NOx emission quotas and achieve cost savings. This study focuses on developing a model which forecasts the amount of NOx emissions in Pohang, a heavy industrial city in South Korea with serious air pollution this http URL this study, the Long-short term memory (LSTM) modeling is applied to predict the amount of NOx emissions, with missing data imputation using stochastic regression. Two parameters (i.e., time windows and learning rates) necessary to run the LSTM model are tested and selected using the Adam optimizer, one of the popular optimization methods in LSTM. I found that the model that I applied achieved the acceptable prediction performance since its Mean Absolute Scaled Error (MASE), the most important evaluation criterion, is less than 1. This means that applying the model that I developed in predicting future NOx emissions will perform better than a naive prediction, a model that simply predicts them based on the last observed data point.","Mon, 27 Nov 2023 08:53:21 UTC (604 KB)"
"125","Task-Distributionally Robust Data-Free Meta-Learning","Zixuan Hu, Li Shen, Zhenyi Wang, Yongxian Wei, Baoyuan Wu, Chun Yuan, Dacheng Tao","Machine Learning (cs.LG)","Data-Free Meta-Learning (DFML) aims to efficiently learn new tasks by leveraging multiple pre-trained models without requiring their original training data. Existing inversion-based DFML methods construct pseudo tasks from a learnable dataset, which is inversely generated from the pre-trained model pool. For the first time, we reveal two major challenges hindering their practical deployments: Task-Distribution Shift (TDS) and Task-Distribution Corruption (TDC). TDS leads to a biased meta-learner because of the skewed task distribution towards newly generated tasks. TDC occurs when untrusted models characterized by misleading labels or poor quality pollute the task distribution. To tackle these issues, we introduce a robust DFML framework that ensures task distributional robustness. We propose to meta-learn from a pseudo task distribution, diversified through task interpolation within a compact task-memory buffer. This approach reduces the meta-learner's overreliance on newly generated tasks by maintaining consistent performance across a broader range of interpolated memory tasks, thus ensuring its generalization for unseen tasks. Additionally, our framework seamlessly incorporates an automated model selection mechanism into the meta-training phase, parameterizing each model's reliability as a learnable weight. This is optimized with a policy gradient algorithm inspired by reinforcement learning, effectively addressing the non-differentiable challenge posed by model selection. Comprehensive experiments across various datasets demonstrate the framework's effectiveness in mitigating TDS and TDC, underscoring its potential to improve DFML in real-world scenarios.","Thu, 23 Nov 2023 15:46:54 UTC (1,201 KB)"
"126","Data-driven Prior Learning for Bayesian Optimisation","Sigrid Passano Hellan, Christopher G. Lucas, Nigel H. Goddard","Machine Learning (cs.LG)","Transfer learning for Bayesian optimisation has generally assumed a strong similarity between optimisation tasks, with at least a subset having similar optimal inputs. This assumption can reduce computational costs, but it is violated in a wide range of optimisation problems where transfer learning may nonetheless be useful. We replace this assumption with a weaker one only requiring the shape of the optimisation landscape to be similar, and analyse the recent method Prior Learning for Bayesian Optimisation - PLeBO - in this setting. By learning priors for the hyperparameters of the Gaussian process surrogate model we can better approximate the underlying function, especially for few function evaluations. We validate the learned priors and compare to a breadth of transfer learning approaches, using synthetic data and a recent air pollution optimisation problem as benchmarks. We show that PLeBO and prior transfer find good inputs in fewer evaluations.","Fri, 24 Nov 2023 18:37:52 UTC (776 KB)"
"127","GN-z11: witnessing the formation of second generation stars and an accreting massive black hole in a massive star cluster","F. D'Antona, E. Vesperini, F. Calura, P. Ventura, A. D'Ercole, V. Caloi, A. F. Marino, A. P. Milone, F. Dell'Agli, M. Tailo","Solar and Stellar Astrophysics (astro-ph.SR)","We explore the possibility that the N-rich young proto-galaxy GN-z11 recently observed at z=10.6 by the James Webb Space Telescope is the result of the formation of second generation stars from pristine gas and Asymptotic Giant Branch (AGB) ejecta in a massive globular cluster or nuclear star cluster. We show that a second generation forming out of gas polluted by the ejecta of massive AGB stars and mixed with gas having a standard composition accounts for the unusually large N/O in the GN-z11 spectrum. The timing of the evolution of massive (4-7.5M$_{\odot}$) AGBs also provides a favourable environment for the growth of a central stellar mass black hole to the Active Galactic Nucleus stage observed in GN-z11. According to our model the progenitor system was born at an age of the Universe of $\simeq 260 - 380$Myr, well within the pre-reionization epoch.","Fri, 24 Nov 2023 15:43:20 UTC (148 KB)"
"128","Seven white dwarfs with circumstellar gas discs I: white dwarf parameters and accreted planetary abundances","L. K. Rogers, A. Bonsor, S. Xu, P. Dufour, B. L. Klein, A. Buchan, S. Hodgkin, F. Hardy, M. Kissler-Patig, C. Melis, A. J. Weinberger, B. Zuckerman","Earth and Planetary Astrophysics (astro-ph.EP)","Observations of planetary material polluting the atmospheres of white dwarfs are an important probe of the bulk composition of exoplanetary material. Medium- and high-resolution optical and ultraviolet spectroscopy of seven white dwarfs with known circumstellar dust and gas emission are presented. Detections or meaningful upper limits for photospheric absorption lines are measured for: C, O, Na, S, P, Mg, Al, Si, Ca, Ti, Cr, Fe, and Ni. For 16 white dwarfs with known observable gaseous emission discs (and measured photospheric abundances), there is no evidence that their accretion rates differ, on average, from those without detectable gaseous emission. This suggests that, typically, accretion is not enhanced by gas drag. At the effective temperature range of the white dwarfs in this sample (16,000-25,000K) the abundance ratios of elements are more consistent than absolute abundances when comparing abundances derived from spectroscopic white dwarf parameters versus photometric white dwarf parameters. Crucially, this highlights that the uncertainties on white dwarf parameters do not prevent white dwarfs from being utilised to study planetary composition. The abundances of oxygen and silicon for the three hydrogen-dominated white dwarfs in the sample with both optical and ultraviolet spectra differ by 0.62 dex depending on if they are derived from the optical or ultraviolet spectra. This optical/ultraviolet discrepancy may be related to differences in the atmospheric depth of line formation; further investigations into the white dwarf atmospheric modelling are needed to understand this discrepancy.","Thu, 23 Nov 2023 15:03:21 UTC (6,816 KB)"
"129","VINCY: A Smart-contract based Data Integrity and Validation Tooling for Automated Vehicle Incident Investigation","André Budel, Reem Alhabib, Mark Nicholson, Poonam Yadav","Networking and Internet Architecture (cs.NI)","Automated Driving Systems (ADSs) are being manufactured at an accelerated rate, leading to improvements in traffic safety, reduced energy consumption, pollution, and congestion. ADS relies on various data streams from onboard sensors, external road infrastructure, and other vehicles to make driving decisions. For effective traffic accident reconstruction, investigators must produce, collect, store, and access real-time data. To ensure meaningful investigation, the data used by investigators must be accurate and maintain its integrity. In this paper, we propose a smart-contract based data integrity and validation tool for automated vehicle incident investigation during road trials, considering uncertainties in a real-world environment.","Wed, 22 Nov 2023 22:47:15 UTC (633 KB)"
"130","BenthIQ: a Transformer-Based Benthic Classification Model for Coral Restoration","Rupa Kurinchi-Vendhan, Drew Gray, Elijah Cole","Computer Vision and Pattern Recognition (cs.CV)","Coral reefs are vital for marine biodiversity, coastal protection, and supporting human livelihoods globally. However, they are increasingly threatened by mass bleaching events, pollution, and unsustainable practices with the advent of climate change. Monitoring the health of these ecosystems is crucial for effective restoration and management. Current methods for creating benthic composition maps often compromise between spatial coverage and resolution. In this paper, we introduce BenthIQ, a multi-label semantic segmentation network designed for high-precision classification of underwater substrates, including live coral, algae, rock, and sand. Although commonly deployed CNNs are limited in learning long-range semantic information, transformer-based models have recently achieved state-of-the-art performance in vision tasks such as object detection and image classification. We integrate the hierarchical Swin Transformer as the backbone of a U-shaped encoder-decoder architecture for local-global semantic feature learning. Using a real-world case study in French Polynesia, we demonstrate that our approach outperforms traditional CNN and attention-based models on pixel-wise classification of shallow reef imagery.","Wed, 22 Nov 2023 19:25:31 UTC (2,862 KB)"
"131","Spacecraft Coatings Optimizing LiDAR Debris Tracking and Light Pollution Impacts","Julia Hudson, Eric Jones","Instrumentation and Methods for Astrophysics (astro-ph.IM)","Space safety and astronomy are at odds. The problem posed by space debris and derelict satellites in the low Earth orbit is an existential threat to all space operations. These dangerous objects in space are more easily tracked with ground-based LiDAR if they are highly reflective, especially in the near-infrared (NIR) range. At the same time, reflective objects in orbit are the bane of ground-based astronomers, causing light pollution and marring images with bright streaks. How can this tension be resolved? The hypothesis tested is that a near-infrared-transparent (NIRT) coating which is opaque in the visible light range and transparent in the NIR range is a promising candidate for use in satellite construction. This experiment tests whether typical spacecraft surfaces such as anodized aluminum or multi-layer insulation (MLI) with a NIRT coating applied will absorb visible light and reflect NIR. The findings confirm the efficacy of the NIRT coating for this purpose, reducing visible light reflection by 47% (+/-3%) and increasing reflection in the NIR by 7% (+/-2%). This promising novel NIRT coating may help provide a path forward to resolve the tension between astronomy and the space industry.","Wed, 22 Nov 2023 02:22:55 UTC (1,354 KB)"
"132","Speed limits in traffic emission models using multi-objective optimization","Simone Göttlich, Michael Herty, Alena Ulke","Optimization and Control (math.OC)","Climate change compels a reduction of greenhouse gas emissions, yet vehicular traffic still contributes significantly to the emission of air pollutants. Hence, in this paper we focus on the optimization of traffic flow while simultaneously minimizing air pollution using speed limits as controllable parameters. We introduce a framework of traffic emission models to simulate the traffic dynamic as well as the production and spread of air pollutants. We formulate a multi-objective optimization problem for the optimization of multiple aspects of vehicular traffic. The results show that multi-objective optimization can be a valuable tool in traffic emission modeling as it allows to find optimal compromises between ecological and economic objectives.","Tue, 21 Nov 2023 17:32:13 UTC (57 KB)"
"133","Spatio-Temporal Modeling of Surface Water Quality Distribution in California (1956-2023)","Houlin Chen, Meredith Franklin","Applications (stat.AP)","Surface water quality has a direct impact on public health, ecosystems, and agriculture, in addition to being an important indicator of the overall health of the environment. California's diverse climate, extensive coastline, and varied topography lead to distinct spatial and temporal patterns in surface water. This study offers a comprehensive assessment of these patterns by leveraging around 70 years of data, taking into account climate zones and geographical types. We analyzed surface water quality indicators, including pH, dissolved oxygen, specific conductance, and water temperature, based on field results from approximately 5,000 water quality stations in California Water Quality Data (CWQD). Machine learning (ML) models were developed to establish relationships between spatial and temporal variables, climate zones, geographical types, and water quality indicators. Applying these models to spatially interpolate and temporally predict the four water quality indicators over California for the next 50 years, the research results indicate an uneven distribution of water quality indicators in California, suggesting the presence of potential pollution zones, seawater erosion, and effects of climate change.","Tue, 21 Nov 2023 17:21:45 UTC (10,384 KB)"
"134","Sensitivity analysis with multiple treatments and multiple outcomes with applications to air pollution mixtures","Suyeon Kang, Alexander Franks, Joseph Antonelli","Methodology (stat.ME)","Understanding the health impacts of air pollution is vital in public health research. Numerous studies have estimated negative health effects of a variety of pollutants, but accurately gauging these impacts remains challenging due to the potential for unmeasured confounding bias that is ubiquitous in observational studies. In this study, we develop a framework for sensitivity analysis in settings with both multiple treatments and multiple outcomes simultaneously. This setting is of particular interest because one can identify the strength of association between the unmeasured confounders and both the treatment and outcome, under a factor confounding assumption. This provides informative bounds on the causal effect leading to partial identification regions for the effects of multivariate treatments that account for the maximum possible bias from unmeasured confounding. We also show that when negative controls are available, we are able to refine the partial identification regions substantially, and in certain cases, even identify the causal effect in the presence of unmeasured confounding. We derive partial identification regions for general estimands in this setting, and develop a novel computational approach to finding these regions.","Tue, 21 Nov 2023 00:19:25 UTC (64 KB)"
"135","Multifractal characterisation of particulate matter (PM10) time series in the Caribbean basin using visibility graphs","T. Plocoste, R. Carmona-Cabezas, F.J. Jimenez-Hornero, E. Gutierrez de Rave, R. Calif","Atmospheric and Oceanic Physics (physics.ao-ph)","A good knowledge of pollutant time series behavior is fundamental to elaborate strategies and construct tools to protect human health. In Caribbean area, air quality is frequently deteriorated by the transport of African dust. In the literature, it is well known that exposure to particulate matter with an aerodynamic diameter of 10 {\mu}m or less (PM10) have many adverse health effects as respiratory and cardiovascular diseases. To our knowledge, no study has yet performed an analysis of PM10 time series using complex network framework. In this study, the so-called Visibility Graph (VG) method is used to describe PM10 dynamics in Guadeloupe archipelago with a database of 11 years. Firstly, the fractal nature of PM10 time series is highlighted using degree distribution for all data, low dust season (October to April) and high dust season (May to September). Thereafter, a profound description of PM10 time series dynamics is made using multifractal analysis through two approaches, i.e. Renyi and singularity spectra. Achieved results are consistent with PM10 behavior in the Caribbean basin. Both methods showed a higher multifractality degree during the low dust season. In addition, multifractal parameters exhibited that the low dust season has the higher recurrence and the lower uniformity degrees. Lastly, centrality measures (degree, closeness and betweenness) highlighted PM10 dynamics through the year with a decay of centrality values during the high dust season. To conclude, all these results clearly showed that VG is a robust tool to describe times series properties.","Sun, 19 Nov 2023 20:51:30 UTC (1,230 KB)"
"136","Wet scavenging process of particulate matter (PM10): A multivariate complex network approach","T. Plocoste, R. Carmona-Cabezas, E. Gutierrez de Rave, F.J. Jimenez-Hornero","Atmospheric and Oceanic Physics (physics.ao-ph)","This paper reports the results of research on PM10 wet scavenging by rainfall using a new multilayer complex networks called Multiplex Visibility Graphs (MVG). To the best of our knowledge, this work is the first to assess PM10 wet deposition using multivariate time series according to African dust seasonality. We considered 11 years of daily PM10 and rainfall data from the Guadeloupe archipelago. To analyse the impact of rainfall on PM10 behaviour, two MVG parameters were computed: the average edge overlap ({\omega}) and the interlayer mutual information (IPM). On the 1-d scale, the {\omega} results showed that the wet scavenging process was higher during the second half of the year when the high dust season and the rainy season are juxtaposed. This highlights a greater correlation between the microscopic structure of the signal, and the impact of rainfall on PM10 concentrations is more significant when the atmosphere is loaded with dust. The joint probability computed between the PM10 and rainfall nodes confirmed this trend. The IPM results indicated a correlation between PM10 and rainfall structures throughout the year. Furthermore, IPM values were higher during the transition periods between winter and summer (and vice versa). Our study showed that MVG is a powerful technique for investigating the relationship between at least two nonlinear time series using a multivariate time series.","Sat, 18 Nov 2023 12:21:51 UTC (472 KB)"
"137","6G Fresnel Spot Beamfocusing using Large-Scale Metasurfaces: A Distributed DRL-Based Approach","Mehdi Monemi, Mohammad Amir Fallah, Mehdi Rasti, Matti Latva-Aho","Systems and Control (eess.SY)","In this paper, we introduce the concept of spot beamfocusing (SBF) in the Fresnel zone through extremely large-scale programmable metasurfaces (ELPMs) as a key enabling technology for 6G networks. A smart SBF scheme aims to adaptively concentrate the aperture's radiating power exactly at a desired focal point (DFP) in the 3D space utilizing some Machine Learning (ML) method. This offers numerous advantages for next-generation networks including efficient wireless power transfer (WPT), interference mitigation, reduced RF pollution, and improved information security. SBF necessitates ELPMs with precise channel state information (CSI) for all ELPM elements. However, obtaining exact CSI for ELPMs is not feasible in all environments; we alleviate this by proposing an adaptive novel CSI-independent ML scheme based on the TD3 deep-reinforcement-learning (DRL) method. While the proposed ML-based scheme is well-suited for relatively small-size arrays, the computational complexity is unaffordable for ELPMs. To overcome this limitation, we introduce a modular highly scalable structure composed of multiple sub-arrays, each equipped with a TD3-DRL optimizer. This setup enables collaborative optimization of the radiated power at the DFP, significantly reducing computational complexity while enhancing learning speed. The proposed structures benefits in terms of 3D spot-like power distribution, convergence rate, and scalability are validated through simulation results.","Sat, 18 Nov 2023 15:50:41 UTC (3,386 KB)"
